date,title,name,type,constellation
2008-05-20,The Perseus Cluster of Galaxies,Pisces-Perseus supercluster,Cluster,NA
2008-05-21,A Dangerous Sunrise on Gliese 876d,Gliese 876d,Planet,NA
2008-05-21,A Dangerous Sunrise on Gliese 876d,red dwarf star Gliese 876,Star,NA
2008-05-21,A Dangerous Sunrise on Gliese 876d,Mercury,Planet,NA
2008-05-21,A Dangerous Sunrise on Gliese 876d,moon,Moon,NA
2008-05-22,Windblown NGC 3199,NGC 3199,Nebula,NA
2008-05-22,Windblown NGC 3199,Wolf-Rayet star,Star,NA
2008-05-22,Windblown NGC 3199,Carina,Constellation,NA
2008-05-23,Jupiter's Three Red Spots,Jupiter,Planet,NA
2008-05-23,Jupiter's Three Red Spots,Great Red Spot,Planet,NA
2008-05-24,Space Station in the Sun,Sun,Star,NA
2008-05-25,Phoenix Lander Arrives at Mars,Mars,Planet,NA
2008-05-26,A New Horizon for Phoenix,Mars,Planet,NA
2008-05-27,Phoenix at Mars,Mars,Planet,NA
2008-05-28,Dark Clouds of the Carina Nebula,Carina Nebula,Nebula,NA
2008-05-28,Dark Clouds of the Carina Nebula,Eta Carinae,Star,NA
2008-05-28,Dark Clouds of the Carina Nebula,NGC 3372,Nebula,NA
2008-05-28,Dark Clouds of the Carina Nebula,Carina,Constellation,NA
2008-05-29,A Fog Bow Over Ocean Beach,Sun,Star,NA
2008-05-30,Descent of the Phoenix,Mars,Planet,NA
2008-05-31,A View to the Sunset,Sun,Star,NA
2008-06-01,A Twisted Solar Eruptive Prominence,Sun,Star,NA
2008-06-02,Unusual Light Patch Under Phoenix Lander on Mars,Mars,Planet,NA
2008-06-03,The Dark River to Antares,Antares,Star,NA
2008-06-03,The Dark River to Antares,Pipe Nebula,Nebula,NA
2008-06-03,The Dark River to Antares,Dark River,Nebula,NA
2008-06-03,The Dark River to Antares,Rho Ophiuchi nebula,Nebula,NA
2008-06-04,Chasing the ISS,Sun,Star,NA
2008-06-04,Chasing the ISS,Iridium satellite,Asteroid,NA
2008-06-05,Spitzer's Milky Way,Milky Way,Galaxy,NA
2008-06-05,Spitzer's Milky Way,stars,Star,NA
2008-06-06,Two-Armed Spiral Milky Way,Milky Way,Galaxy,NA
2008-06-06,Two-Armed Spiral Milky Way,Sun,Star,NA
2008-06-06,Two-Armed Spiral Milky Way,Orion Spur,Galaxy,NA
2008-06-07,June's Young Crescent Moon,Moon,Moon,NA
2008-06-07,June's Young Crescent Moon,Mars,Planet,NA
2008-06-07,June's Young Crescent Moon,Regulus,Star,NA
2008-06-07,June's Young Crescent Moon,Saturn,Planet,NA
2008-06-08,Mars Soil Sample Ready to Analyze,Mars,Planet,NA
2008-06-09,Saturn's Rings from the Other Side,Saturn,Planet,NA
2008-06-11,Dextre Robot at Work on the Space Station,Kibo,Galaxy,NA
2008-06-12,Phoenix and the Snow Queen,Mars,Planet,NA
2008-06-13,"At Last, GLAST",Milky Way,Galaxy,NA
2008-06-13,"At Last, GLAST",Black Holes,Black Hole,NA
2008-06-13,"At Last, GLAST",Gamma-ray Bursts,Galaxy,NA
2008-06-14,M51 Hubble Remix,M51,Galaxy,NA
2008-06-14,M51 Hubble Remix,NGC 5194,Galaxy,NA
2008-06-14,M51 Hubble Remix,NGC 5195,Galaxy,NA
2008-06-14,M51 Hubble Remix,Big Dipper,Constellation,NA
2008-06-14,M51 Hubble Remix,Canes Venatici,Constellation,NA
2008-06-15,Phoenix Digs for Clues on Mars,Mars,Planet,NA
2008-06-16,Inside the Coma Cluster of Galaxies,Coma Cluster of Galaxies,Cluster,NA
2008-06-16,Inside the Coma Cluster of Galaxies,Milky Way Galaxy,Galaxy,NA
2008-06-16,Inside the Coma Cluster of Galaxies,galaxy,Galaxy,NA
2008-06-17,Eta Carinae and the Homunculus Nebula,Eta Carinae,Star,NA
2008-06-17,Eta Carinae and the Homunculus Nebula,Homunculus Nebula,Nebula,NA
2008-06-18,Pyramid Ice Crystal Halos Over Finland,Sun,Star,NA
2008-06-19,The Star Streams of NGC 5907,NGC 5907,Galaxy,NA
2008-06-19,The Star Streams of NGC 5907,Milky Way,Galaxy,NA
2008-06-19,The Star Streams of NGC 5907,Draco,Constellation,NA
2008-06-20,"Solstice Moonrise, Cape Sounion",Sun,Star,NA
2008-06-20,"Solstice Moonrise, Cape Sounion",Moon,Moon,NA
2008-06-21,Vanishing Act,Mars,Planet,NA
2008-06-22,Barred Spiral Galaxy NGC 1300,NGC 1300,Galaxy,NA
2008-06-22,Barred Spiral Galaxy NGC 1300,Milky Way,Galaxy,NA
2008-06-22,Barred Spiral Galaxy NGC 1300,Eridanus,Constellation,NA
2008-06-23,The International Space Station Expands Again,Sun,Star,NA
2008-06-24,Ithaca Chasma: The Great Rift on Saturn's Tethys,Saturn,Planet,NA
2008-06-24,Ithaca Chasma: The Great Rift on Saturn's Tethys,Tethys,Moon,NA
2008-06-24,Ithaca Chasma: The Great Rift on Saturn's Tethys,Odysseus,Moon,NA
2008-06-25,What is Hanny's Voorwerp?,Hanny's Voorwerp,Galaxy,NA
2008-06-25,What is Hanny's Voorwerp?,IC 2497,Galaxy,NA
2008-06-25,What is Hanny's Voorwerp?,Quasar,Galaxy,NA
2008-06-26,M27: Not A Comet,Dumbbell Nebula,Nebula,NA
2008-06-26,M27: Not A Comet,Sun,Star,NA
2008-06-26,M27: Not A Comet,Vulpecula,Constellation,NA
2008-06-27,M81: Feeding a Black Hole,M81,Galaxy,NA
2008-06-27,M81: Feeding a Black Hole,Black Hole,Black Hole,NA
2008-06-27,M81: Feeding a Black Hole,Sun,Star,NA
2008-06-27,M81: Feeding a Black Hole,Ursa Major,Constellation,NA
2008-06-28,Fireball at Ayers Rock,Milky Way Galaxy,Galaxy,NA
2008-06-28,Fireball at Ayers Rock,Meteor,Asteroid,NA
2008-06-29,Shadow of a Martian Robot,Sun,Star,NA
2008-06-29,Shadow of a Martian Robot,Mars,Planet,NA
2008-06-30,In the Center of the Trifid Nebula,Trifid Nebula,Nebula,NA
2008-06-30,In the Center of the Trifid Nebula,Sagittarius,Constellation,NA
2008-06-30,In the Center of the Trifid Nebula,star,Star,NA
2008-07-01,Pickering's Triangle from Kitt Peak,Veil Nebula,Nebula,NA
2008-07-01,Pickering's Triangle from Kitt Peak,Cygnus Loop,Nebula,NA
2008-07-01,Pickering's Triangle from Kitt Peak,Pickering's Triangle,Nebula,NA
2008-07-01,Pickering's Triangle from Kitt Peak,Milky Way,Galaxy,NA
2008-07-01,Pickering's Triangle from Kitt Peak,Moon,Moon,NA
2008-07-01,Pickering's Triangle from Kitt Peak,Cygnus,Constellation,NA
2008-07-02,Night Shinings,Moon,Moon,NA
2008-07-02,Night Shinings,Pleiades,Cluster,NA
2008-07-03,Hoodoo Sky,Capella,Star,NA
2008-07-03,Hoodoo Sky,Auriga,Constellation,NA
2008-07-03,Hoodoo Sky,Moon,Moon,NA
2008-07-03,Hoodoo Sky,Pleiades,Cluster,NA
2008-07-04,SN 1006 Supernova Remnant,SN 1006 Supernova Remnant,Nebula,NA
2008-07-04,SN 1006 Supernova Remnant,Lupus,Constellation,NA
2008-07-04,SN 1006 Supernova Remnant,white dwarf star,Star,NA
2008-07-05,Comet Between Fireworks and Lightning,Comet McNaught,Comet,NA
2008-07-06,Apollo 17: VIP Site Anaglyph,Moon,Moon,NA
2008-07-07,The Southern Cross in a Southern Sky,Gamma Crucis,Star,NA
2008-07-07,The Southern Cross in a Southern Sky,Southern Cross,Constellation,NA
2008-07-07,The Southern Cross in a Southern Sky,Milky Way Galaxy,Galaxy,NA
2008-07-07,The Southern Cross in a Southern Sky,Coal Sack Nebula,Nebula,NA
2008-07-07,The Southern Cross in a Southern Sky,Carina Nebula,Nebula,NA
2008-07-08,In the Heart of the Virgo Cluster,Virgo Cluster,Cluster,NA
2008-07-08,In the Heart of the Virgo Cluster,Milky Way Galaxy,Galaxy,NA
2008-07-08,In the Heart of the Virgo Cluster,Markarian's Eyes,Galaxy,NA
2008-07-08,In the Heart of the Virgo Cluster,M86,Galaxy,NA
2008-07-08,In the Heart of the Virgo Cluster,M84,Galaxy,NA
2008-07-08,In the Heart of the Virgo Cluster,NGC 4388,Galaxy,NA
2008-07-08,In the Heart of the Virgo Cluster,Local Group of Galaxies,Galaxy,NA
2008-07-09,Planets and Fire by Moonlight,Moon,Moon,NA
2008-07-09,Planets and Fire by Moonlight,Saturn,Planet,NA
2008-07-09,Planets and Fire by Moonlight,Mars,Planet,NA
2008-07-09,Planets and Fire by Moonlight,Regulus,Star,NA
2008-07-09,Planets and Fire by Moonlight,Leo,Constellation,NA
2008-07-10,Enhanced Color Caloris,Mercury,Planet,NA
2008-07-11,The Far 3kpc Arm,Milky Way,Galaxy,NA
2008-07-11,The Far 3kpc Arm,Sun,Star,NA
2008-07-12,NGC 7331 and Beyond,Milky Way,Galaxy,NA
2008-07-12,NGC 7331 and Beyond,NGC 7331,Galaxy,NA
2008-07-12,NGC 7331 and Beyond,Pegasus,Constellation,NA
2008-07-12,NGC 7331 and Beyond,Deer Lick Group,Cluster,NA
2008-07-13,A Dark Sky Over Death Valley,Milky Way Galaxy,Galaxy,NA
2008-07-13,A Dark Sky Over Death Valley,stars,Star,NA
2008-07-13,A Dark Sky Over Death Valley,constellations,Constellation,NA
2008-07-14,Changes in Angular Mars,Mars,Planet,NA
2008-07-14,Changes in Angular Mars,Sun,Star,NA
2008-07-15,Gas and Dust of the Lagoon Nebula,Lagoon Nebula,Nebula,NA
2008-07-15,Gas and Dust of the Lagoon Nebula,Milky Way Galaxy,Galaxy,NA
2008-07-15,Gas and Dust of the Lagoon Nebula,Sagittarius,Constellation,NA
2008-07-16,Makemake of the Outer Solar System,Makemake,Planet,NA
2008-07-16,Makemake of the Outer Solar System,Pluto,Planet,NA
2008-07-16,Makemake of the Outer Solar System,Eris,Planet,NA
2008-07-16,Makemake of the Outer Solar System,Sun,Star,NA
2008-07-16,Makemake of the Outer Solar System,Sedna,Planet,NA
2008-07-17,Extra Galaxies,NGC 3718,Galaxy,NA
2008-07-17,Extra Galaxies,NGC 3729,Galaxy,NA
2008-07-17,Extra Galaxies,Hickson Group 56,Cluster,NA
2008-07-17,Extra Galaxies,Ursa Major,Constellation,NA
2008-07-18,Jupiter over Ephesus,Jupiter,Planet,NA
2008-07-18,Jupiter over Ephesus,Full Moon,Moon,NA
2008-07-18,Jupiter over Ephesus,Sun,Star,NA
2008-07-18,Jupiter over Ephesus,Milky Way,Galaxy,NA
2008-07-19,M16 and the Eagle Nebula,Eagle Nebula,Nebula,NA
2008-07-19,M16 and the Eagle Nebula,Pillars of Creation,Nebula,NA
2008-07-19,M16 and the Eagle Nebula,Fairy of Eagle Nebula,Nebula,NA
2008-07-19,M16 and the Eagle Nebula,Serpens Cauda,Constellation,NA
2008-07-20,Crescent Rhea Occults Crescent Saturn,Saturn,Planet,NA
2008-07-20,Crescent Rhea Occults Crescent Saturn,Rhea,Moon,NA
2008-07-20,Crescent Rhea Occults Crescent Saturn,Titan,Moon,NA
2008-07-20,Crescent Rhea Occults Crescent Saturn,Enceladus,Moon,NA
2008-07-20,Crescent Rhea Occults Crescent Saturn,Sun,Star,NA
2008-07-21,The Colliding Spiral Galaxies of Arp 271,NGC 5426,Galaxy,NA
2008-07-21,The Colliding Spiral Galaxies of Arp 271,NGC 5427,Galaxy,NA
2008-07-21,The Colliding Spiral Galaxies of Arp 271,Milky Way Galaxy,Galaxy,NA
2008-07-21,The Colliding Spiral Galaxies of Arp 271,Andromeda Galaxy,Galaxy,NA
2008-07-21,The Colliding Spiral Galaxies of Arp 271,Virgo,Constellation,NA
2008-07-23,High Cliffs Surrounding Echus Chasma on Mars,Mars,Planet,NA
2008-07-23,High Cliffs Surrounding Echus Chasma on Mars,Echus Chasma,Planet,NA
2008-07-23,High Cliffs Surrounding Echus Chasma on Mars,Kasei Valles,Planet,NA
2008-07-23,High Cliffs Surrounding Echus Chasma on Mars,Valles Marineris,Planet,NA
2008-07-24,When Storms Collide,Jupiter,Planet,NA
2008-07-24,When Storms Collide,Great Red Spot,Nebula,NA
2008-07-24,When Storms Collide,Red Spot Jr.,Nebula,NA
2008-07-25,Spitzer's M101,Milky Way Galaxy,Galaxy,NA
2008-07-25,Spitzer's M101,M101,Galaxy,NA
2008-07-25,Spitzer's M101,Pinwheel Galaxy,Galaxy,NA
2008-07-25,Spitzer's M101,Ursa Major,Constellation,NA
2008-07-26,Central IC 1805,Heart Nebula,Nebula,NA
2008-07-26,Central IC 1805,Melotte 15,Cluster,NA
2008-07-26,Central IC 1805,Cassiopeia,Constellation,NA
2008-07-27,IC 4406: A Seemingly Square Nebula,IC 4406,Nebula,NA
2008-07-27,IC 4406: A Seemingly Square Nebula,Ring Nebula,Nebula,NA
2008-07-27,IC 4406: A Seemingly Square Nebula,white dwarf star,Star,NA
2008-07-28,SDSSJ1430: A Galaxy Einstein Ring,Galaxy,Galaxy,NA
2008-07-28,SDSSJ1430: A Galaxy Einstein Ring,Einstein Ring,Galaxy,NA
2008-07-28,SDSSJ1430: A Galaxy Einstein Ring,Galaxy,Galaxy,NA
2008-07-28,SDSSJ1430: A Galaxy Einstein Ring,Galaxy,Galaxy,NA
2008-07-29,The Milky Way Over Ontario,Jupiter,Planet,NA
2008-07-29,The Milky Way Over Ontario,Milky Way Galaxy,Galaxy,NA
2008-07-29,The Milky Way Over Ontario,stars,Star,NA
2008-07-30,The International Space Station Transits the Sun,Sun,Star,NA
2008-07-31,Galaxies on a String,NGC 5216,Galaxy,NA
2008-07-31,Galaxies on a String,NGC 5218,Galaxy,NA
2008-07-31,Galaxies on a String,Milky Way,Galaxy,NA
2008-07-31,Galaxies on a String,Ursa Major,Constellation,NA
2008-08-01,Moon Games,Moon,Moon,NA
2008-08-01,Moon Games,Sun,Star,NA
2008-08-02,Eclipse Shirt,Sun,Star,NA
2008-08-03,Open Cluster NGC 290: A Stellar Jewel Box,NGC 290,Cluster,NA
2008-08-03,Open Cluster NGC 290: A Stellar Jewel Box,Small Cloud of Magellan,Galaxy,NA
2008-08-03,Open Cluster NGC 290: A Stellar Jewel Box,stars,Star,NA
2008-08-04,X-Rays from the Cat's Eye Nebula,Cat's Eye Nebula,Nebula,NA
2008-08-04,X-Rays from the Cat's Eye Nebula,Sun,Star,NA
2008-08-05,A Total Solar Eclipse Over China,Sun,Star,NA
2008-08-05,A Total Solar Eclipse Over China,Moon,Moon,NA
2008-08-05,A Total Solar Eclipse Over China,Mercury,Planet,NA
2008-08-05,A Total Solar Eclipse Over China,Venus,Planet,NA
2008-08-06,NGC 1818: A Young Globular Cluster,Globular Cluster,Cluster,NA
2008-08-06,NGC 1818: A Young Globular Cluster,Milky Way Galaxy,Galaxy,NA
2008-08-06,NGC 1818: A Young Globular Cluster,LMC galaxy,Galaxy,NA
2008-08-07,At the Sun's Edge,Sun,Star,NA
2008-08-07,At the Sun's Edge,Moon,Moon,NA
2008-08-08,The Crown of the Sun,Sun,Star,NA
2008-08-08,The Crown of the Sun,Moon,Moon,NA
2008-08-08,The Crown of the Sun,Earth,Planet,NA
2008-08-09,Aurora Persei,Moon,Moon,NA
2008-08-09,Aurora Persei,Perseid,Constellation,NA
2008-08-10,The Eagle Rises,Moon,Moon,NA
2008-08-11,Black Hole Candidate Cygnus X-1,Cygnus X-1,Black Hole,NA
2008-08-11,Black Hole Candidate Cygnus X-1,Sun,Star,NA
2008-08-11,Black Hole Candidate Cygnus X-1,HDE 226868,Star,NA
2008-08-11,Black Hole Candidate Cygnus X-1,Cygnus,Constellation,NA
2008-08-12,A Mars Panorama from the Phoenix Lander,Mars,Planet,NA
2008-08-13,NGC 6888: The Crescent Nebula,Crescent Nebula,Nebula,NA
2008-08-13,NGC 6888: The Crescent Nebula,Wolf-Rayet star,Star,NA
2008-08-13,NGC 6888: The Crescent Nebula,Cygnus,Constellation,NA
2008-08-14,Perseid Trail,Comet Swift-Tuttle,Comet,NA
2008-08-14,Perseid Trail,Vega,Star,NA
2008-08-14,Perseid Trail,Perseus,Constellation,NA
2008-08-14,Perseid Trail,Milky Way,Galaxy,NA
2008-08-15,Facing NGC 6946,Milky Way Galaxy,Galaxy,NA
2008-08-15,Facing NGC 6946,NGC 6946,Galaxy,NA
2008-08-15,Facing NGC 6946,Cepheus,Constellation,NA
2008-08-16,Perseid over Vancouver,Perseid,Constellation,NA
2008-08-16,Perseid over Vancouver,Moon,Moon,NA
2008-08-17,Io's Surface: Under Construction,Io,Moon,NA
2008-08-17,Io's Surface: Under Construction,Jupiter,Planet,NA
2008-08-18,Baily's Beads near Solar Eclipse Totality,Sun,Star,NA
2008-08-18,Baily's Beads near Solar Eclipse Totality,Moon,Moon,NA
2008-08-19,NGC 6960: The Witch's Broom Nebula,Veil Nebula,Nebula,NA
2008-08-19,NGC 6960: The Witch's Broom Nebula,Witch's Broom Nebula,Nebula,NA
2008-08-19,NGC 6960: The Witch's Broom Nebula,Cygnus,Constellation,NA
2008-08-19,NGC 6960: The Witch's Broom Nebula,Moon,Moon,NA
2008-08-19,NGC 6960: The Witch's Broom Nebula,52 Cygni,Star,NA
2008-08-20,Earth's Shadow,Moon,Moon,NA
2008-08-21,August Moons,Sun,Star,NA
2008-08-21,August Moons,Moon,Moon,NA
2008-08-21,August Moons,Mercury,Planet,NA
2008-08-21,August Moons,Venus,Planet,NA
2008-08-22,Active Galaxy NGC 1275,NGC 1275,Galaxy,NA
2008-08-22,Active Galaxy NGC 1275,Perseus Cluster of Galaxies,Cluster,NA
2008-08-22,Active Galaxy NGC 1275,Black Hole,Black Hole,NA
2008-08-23,The Matter of the Bullet Cluster,Bullet Cluster,Cluster,NA
2008-08-23,The Matter of the Bullet Cluster,Galaxy,Galaxy,NA
2008-08-24,Grand Spiral Galaxy NGC 1232,NGC 1232,Galaxy,NA
2008-08-24,Grand Spiral Galaxy NGC 1232,stars,Star,NA
2008-08-24,Grand Spiral Galaxy NGC 1232,dust,Nebula,NA
2008-08-24,Grand Spiral Galaxy NGC 1232,open clusters,Cluster,NA
2008-08-24,Grand Spiral Galaxy NGC 1232,interstellar gas,Nebula,NA
2008-08-25,NGC 7008: The Fetus Nebula,Fetus Nebula,Nebula,NA
2008-08-25,NGC 7008: The Fetus Nebula,white dwarf stars,Star,NA
2008-08-25,NGC 7008: The Fetus Nebula,binary star system,Star,NA
2008-08-25,NGC 7008: The Fetus Nebula,Cygnus,Constellation,NA
2008-08-26,47 Tuc: A Great Globular Cluster of Stars,47 Tucanae,Cluster,NA
2008-08-26,47 Tuc: A Great Globular Cluster of Stars,Small Magellanic Cloud,Galaxy,NA
2008-08-26,47 Tuc: A Great Globular Cluster of Stars,Tucana,Constellation,NA
2008-08-26,47 Tuc: A Great Globular Cluster of Stars,red giant stars,Star,NA
2008-08-27,IC 5146: The Cocoon Nebula,Cocoon Nebula,Nebula,NA
2008-08-27,IC 5146: The Cocoon Nebula,Cygnus,Constellation,NA
2008-08-28,Fermi's First Light,Milky Way Galaxy,Galaxy,NA
2008-08-28,Fermi's First Light,pulsars,Star,NA
2008-08-28,Fermi's First Light,blazars,Galaxy,NA
2008-08-29,Generations of Stars in W5,W5,Nebula,NA
2008-08-29,Generations of Stars in W5,IC 1848,Nebula,NA
2008-08-29,Generations of Stars in W5,IC 1805,Nebula,NA
2008-08-29,Generations of Stars in W5,Heart and Soul Nebulae,Nebula,NA
2008-08-29,Generations of Stars in W5,Cassiopeia,Constellation,NA
2008-08-31,Eclipse over the Great Wall,Moon,Moon,NA
2008-08-31,Eclipse over the Great Wall,Sun,Star,NA
2008-08-31,Eclipse over the Great Wall,planets,Planet,NA
2008-09-01,CG4: A Ruptured Cometary Globule,CG4,Comet,NA
2008-09-01,CG4: A Ruptured Cometary Globule,Galaxy,Galaxy,NA
2008-09-01,CG4: A Ruptured Cometary Globule,Cometary Globule,Nebula,NA
2008-09-01,CG4: A Ruptured Cometary Globule,stars,Star,NA
2008-09-02,NGC 1316: After Galaxies Collide,NGC 1316,Galaxy,NA
2008-09-02,NGC 1316: After Galaxies Collide,NGC 1317,Galaxy,NA
2008-09-03,31 Million Miles from Planet Earth,Comet Tempel 1,Comet,NA
2008-09-03,31 Million Miles from Planet Earth,Moon,Moon,NA
2008-09-04,Spokes in the Helix Nebula,Helix Nebula,Nebula,NA
2008-09-04,Spokes in the Helix Nebula,Aquarius,Constellation,NA
2008-09-05,Milky Way Road Trip,Jupiter,Planet,NA
2008-09-05,Milky Way Road Trip,Sagittarius,Constellation,NA
2008-09-05,Milky Way Road Trip,Milky Way,Galaxy,NA
2008-09-06,A Flock of Stars,Sun,Star,NA
2008-09-06,A Flock of Stars,Milky Way,Galaxy,NA
2008-09-06,A Flock of Stars,Cluster,Cluster,NA
2008-09-07,Searching for Meteorites in Antarctica,Moon,Moon,NA
2008-09-07,Searching for Meteorites in Antarctica,Mars,Planet,NA
2008-09-07,Searching for Meteorites in Antarctica,Asteroid,Asteroid,NA
2008-09-08,Rosetta Spacecraft Passes Asteroid Steins,Steins,Asteroid,NA
2008-09-08,Rosetta Spacecraft Passes Asteroid Steins,Churyumov-Gerasimenko,Comet,NA
2008-09-08,Rosetta Spacecraft Passes Asteroid Steins,Lutetia,Asteroid,NA
2008-09-09,M110: Satellite of the Andromeda Galaxy,Andromeda Galaxy,Galaxy,NA
2008-09-09,M110: Satellite of the Andromeda Galaxy,Milky Way Galaxy,Galaxy,NA
2008-09-09,M110: Satellite of the Andromeda Galaxy,M32,Galaxy,NA
2008-09-09,M110: Satellite of the Andromeda Galaxy,M33,Galaxy,NA
2008-09-09,M110: Satellite of the Andromeda Galaxy,Large Magellanic Cloud,Galaxy,NA
2008-09-09,M110: Satellite of the Andromeda Galaxy,Small Magellanic Cloud,Galaxy,NA
2008-09-09,M110: Satellite of the Andromeda Galaxy,Dwingeloo 1,Galaxy,NA
2008-09-09,M110: Satellite of the Andromeda Galaxy,NGC 205,Galaxy,NA
2008-09-10,The Anthe Arc around Saturn,Saturn,Planet,NA
2008-09-10,The Anthe Arc around Saturn,Anthe,Moon,NA
2008-09-10,The Anthe Arc around Saturn,Methone,Moon,NA
2008-09-10,The Anthe Arc around Saturn,G ring,Asteroid,NA
2008-09-10,The Anthe Arc around Saturn,Neptune,Planet,NA
2008-09-11,Mountain Top Meteors,Perseid meteor shower,Asteroid,NA
2008-09-11,Mountain Top Meteors,Perseus,Constellation,NA
2008-09-11,Mountain Top Meteors,Swift-Tuttle,Comet,NA
2008-09-12,Planets over Perth,Moon,Moon,NA
2008-09-12,Planets over Perth,Venus,Planet,NA
2008-09-12,Planets over Perth,Mercury,Planet,NA
2008-09-12,Planets over Perth,Mars,Planet,NA
2008-09-12,Planets over Perth,Sun,Star,NA
2008-09-13,M33: Triangulum Galaxy,Triangulum Galaxy,Galaxy,NA
2008-09-13,M33: Triangulum Galaxy,Pinwheel Galaxy,Galaxy,NA
2008-09-13,M33: Triangulum Galaxy,Andromeda Galaxy,Galaxy,NA
2008-09-13,M33: Triangulum Galaxy,Milky Way,Galaxy,NA
2008-09-13,M33: Triangulum Galaxy,NGC 604,Nebula,NA
2008-09-14,The Heart and Soul Nebulas,Heart Nebula,Nebula,NA
2008-09-14,The Heart and Soul Nebulas,Soul Nebula,Nebula,NA
2008-09-14,The Heart and Soul Nebulas,Galaxy,Galaxy,NA
2008-09-14,The Heart and Soul Nebulas,IC 1805,Nebula,NA
2008-09-15,SN 1006: A Supernova Ribbon from Hubble,Venus,Planet,NA
2008-09-15,SN 1006: A Supernova Ribbon from Hubble,Wolf (Lupus),Constellation,NA
2008-09-16,W5: Pillars of Star Creation,W5,Nebula,NA
2008-09-16,W5: Pillars of Star Creation,IC 1848,Nebula,NA
2008-09-16,W5: Pillars of Star Creation,IC 1805,Nebula,NA
2008-09-16,W5: Pillars of Star Creation,Heart and Soul Nebulas,Nebula,NA
2008-09-16,W5: Pillars of Star Creation,Cassiopeia,Constellation,NA
2008-09-17,MACSJ0025: Two Giant Galaxy Clusters Collide,Galaxy,Galaxy,NA
2008-09-17,MACSJ0025: Two Giant Galaxy Clusters Collide,Galaxy Cluster,Cluster,NA
2008-09-17,MACSJ0025: Two Giant Galaxy Clusters Collide,Cetus,Constellation,NA
2008-09-18,Exploring the Ring,Ring Nebula,Nebula,NA
2008-09-18,Exploring the Ring,Lyra,Constellation,NA
2008-09-18,Exploring the Ring,IC 1296,Galaxy,NA
2008-09-19,"Companion of a Young, Sun-like Star",Sun,Star,NA
2008-09-19,"Companion of a Young, Sun-like Star",Jupiter,Planet,NA
2008-09-19,"Companion of a Young, Sun-like Star",Scorpius,Constellation,NA
2008-09-19,"Companion of a Young, Sun-like Star",Planet,Planet,NA
2008-09-20,A Darkened Sky,Moon,Moon,NA
2008-09-20,A Darkened Sky,Sun,Star,NA
2008-09-20,A Darkened Sky,Mercury,Planet,NA
2008-09-20,A Darkened Sky,Praesepe star cluster,Cluster,NA
2008-09-22,Equinox: The Sun from Solstice to Solstice,Sun,Star,NA
2008-09-23,Haumea of the Outer Solar System,Haumea,Planet,NA
2008-09-23,Haumea of the Outer Solar System,Pluto,Planet,NA
2008-09-23,Haumea of the Outer Solar System,Ceres,Planet,NA
2008-09-23,Haumea of the Outer Solar System,Eris,Planet,NA
2008-09-23,Haumea of the Outer Solar System,Makemake,Planet,NA
2008-09-23,Haumea of the Outer Solar System,Hi'iaka,Moon,NA
2008-09-23,Haumea of the Outer Solar System,Namaka,Moon,NA
2008-09-23,Haumea of the Outer Solar System,Sun,Star,NA
2008-09-24,Active Region 1002 on an Unusually Quiet Sun,Sun,Star,NA
2008-09-25,The Case of the Very Dusty Binary Star,BD+20 307,Star,NA
