gender,age_group,age,marital_status,state,zone,occupation,product_category,amount
F,18-25,24,1,Maharashtra,Western,Food Processing,Electronics & Gadgets,7794
F,26-35,26,1,Rajasthan,Northern,Banking,Electronics & Gadgets,7794
F,36-45,41,0,Uttar Pradesh,Central,Construction,Electronics & Gadgets,7794
F,26-35,34,0,Delhi,Central,IT Sector,Electronics & Gadgets,7793
M,18-25,23,0,Gujarat,Western,Automobile,Electronics & Gadgets,7793
M,46-50,46,1,Delhi,Central,IT Sector,Electronics & Gadgets,7792
F,51-55,55,1,Maharashtra,Western,Media,Decor,7792
F,26-35,31,0,Rajasthan,Northern,IT Sector,Electronics & Gadgets,7792
F,36-45,43,1,Jharkhand,Eastern,Banking,Electronics & Gadgets,7791
F,0-17,15,1,Karnataka,Southern,Automobile,Electronics & Gadgets,7791
F,36-45,43,1,Rajasthan,Northern,Banking,Electronics & Gadgets,7791
F,26-35,31,1,Jharkhand,Eastern,Retail,Electronics & Gadgets,7789
F,36-45,45,0,Kerala,Southern,Textile,Electronics & Gadgets,7789
M,36-45,39,0,Maharashtra,Western,Healthcare,Electronics & Gadgets,7789
M,26-35,26,1,Bihar,Eastern,IT Sector,Food,7788
F,26-35,30,0,Uttar Pradesh,Central,Automobile,Electronics & Gadgets,7788
F,36-45,37,0,Gujarat,Western,Chemical,Electronics & Gadgets,7787
F,36-45,43,1,Uttar Pradesh,Central,Automobile,Electronics & Gadgets,7787
F,51-55,51,1,Uttar Pradesh,Central,Aviation,Electronics & Gadgets,7787
M,26-35,34,1,Maharashtra,Western,Textile,Electronics & Gadgets,7786
F,26-35,34,1,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,7785
F,26-35,34,1,Haryana,Northern,IT Sector,Electronics & Gadgets,7785
F,18-25,20,0,Maharashtra,Western,Govt,Electronics & Gadgets,7785
F,18-25,20,0,Maharashtra,Western,Govt,Electronics & Gadgets,7785
F,26-35,32,0,Uttar Pradesh,Central,Banking,Electronics & Gadgets,7785
M,26-35,27,1,Himachal Pradesh,Northern,Construction,Food,7784
F,36-45,38,1,Madhya Pradesh,Central,Automobile,Electronics & Gadgets,7784
F,36-45,38,1,Telangana,Southern,Automobile,Electronics & Gadgets,7784
F,26-35,26,1,Uttar Pradesh,Central,Healthcare,Decor,7784
F,26-35,34,1,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,7783
F,26-35,34,1,Gujarat,Western,IT Sector,Electronics & Gadgets,7783
F,26-35,28,1,Delhi,Central,Banking,Electronics & Gadgets,7782
F,26-35,28,1,Haryana,Northern,Banking,Electronics & Gadgets,7782
M,46-50,46,1,Punjab,Northern,Healthcare,Food,7782
M,51-55,54,1,Punjab,Northern,Aviation,Electronics & Gadgets,7782
F,26-35,30,0,Bihar,Eastern,Banking,Food,7781
F,36-45,45,1,Uttar Pradesh,Central,Media,Decor,7781
M,26-35,26,0,Uttarakhand,Central,Banking,Electronics & Gadgets,7781
M,26-35,26,1,Uttar Pradesh,Central,Automobile,Electronics & Gadgets,7780
M,26-35,29,1,Jharkhand,Eastern,Aviation,Electronics & Gadgets,7779
F,46-50,46,0,Jharkhand,Eastern,Healthcare,Electronics & Gadgets,7779
F,36-45,36,1,Andhra Pradesh,Southern,Banking,Electronics & Gadgets,7778
M,26-35,31,0,Delhi,Central,Media,Food,7778
M,26-35,29,0,Kerala,Southern,IT Sector,Food,7778
F,51-55,53,0,Madhya Pradesh,Central,Aviation,Food,7778
F,36-45,45,1,Punjab,Northern,Govt,Electronics & Gadgets,7778
F,26-35,34,1,Rajasthan,Northern,Hospitality,Electronics & Gadgets,7776
F,26-35,35,0,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,7775
F,18-25,25,0,Himachal Pradesh,Northern,Govt,Electronics & Gadgets,7775
F,18-25,19,1,Punjab,Northern,Aviation,Electronics & Gadgets,7775
F,36-45,45,1,Punjab,Northern,Aviation,Electronics & Gadgets,7775
F,18-25,25,0,Rajasthan,Northern,Govt,Electronics & Gadgets,7775
F,18-25,19,1,Telangana,Southern,Aviation,Electronics & Gadgets,7775
F,36-45,43,1,Uttar Pradesh,Central,Banking,Food,7775
F,26-35,29,0,Maharashtra,Western,Retail,Electronics & Gadgets,7774
M,51-55,55,0,Uttar Pradesh,Central,Chemical,Decor,7774
F,36-45,43,1,Bihar,Eastern,Hospitality,Electronics & Gadgets,7772
F,36-45,44,1,Bihar,Eastern,Media,Electronics & Gadgets,7772
M,26-35,34,1,Maharashtra,Western,Media,Electronics & Gadgets,7772
M,46-50,49,1,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,7771
M,26-35,31,1,Delhi,Central,Media,Electronics & Gadgets,7771
F,36-45,44,0,Haryana,Northern,Aviation,Electronics & Gadgets,7771
F,18-25,22,0,Himachal Pradesh,Northern,Govt,Electronics & Gadgets,7771
F,26-35,34,0,Andhra Pradesh,Southern,Aviation,Electronics & Gadgets,7770
F,26-35,29,1,Jharkhand,Eastern,Banking,Electronics & Gadgets,7770
F,26-35,29,1,Andhra Pradesh,Southern,Media,Electronics & Gadgets,7769
F,36-45,39,1,Andhra Pradesh,Southern,Media,Electronics & Gadgets,7769
M,18-25,19,1,Uttar Pradesh,Central,Hospitality,Decor,7769
F,0-17,12,0,Andhra Pradesh,Southern,Lawyer,Electronics & Gadgets,7768
F,46-50,50,0,Haryana,Northern,Retail,Electronics & Gadgets,7768
M,26-35,29,0,Karnataka,Southern,Hospitality,Food,7768
F,26-35,27,0,Haryana,Northern,IT Sector,Electronics & Gadgets,7767
M,46-50,50,0,Karnataka,Southern,Healthcare,Electronics & Gadgets,7767
F,26-35,27,0,Kerala,Southern,IT Sector,Electronics & Gadgets,7767
M,26-35,26,1,Madhya Pradesh,Central,Aviation,Electronics & Gadgets,7767
M,26-35,30,1,Karnataka,Southern,Textile,Electronics & Gadgets,7766
M,18-25,25,1,Madhya Pradesh,Central,Textile,Electronics & Gadgets,7766
F,51-55,55,1,Maharashtra,Western,Hospitality,Electronics & Gadgets,7766
F,26-35,30,1,Andhra Pradesh,Southern,Aviation,Electronics & Gadgets,7765
F,26-35,30,0,Karnataka,Southern,Retail,Food,7764
F,26-35,33,1,Karnataka,Southern,Food Processing,Books,7764
F,26-35,32,1,Kerala,Southern,Govt,Electronics & Gadgets,7764
F,18-25,22,0,Maharashtra,Western,Textile,Electronics & Gadgets,7764
F,26-35,30,0,Uttarakhand,Central,Healthcare,Electronics & Gadgets,7763
F,46-50,46,0,Gujarat,Western,IT Sector,Food,7762
F,26-35,29,1,Jharkhand,Eastern,Aviation,Electronics & Gadgets,7762
F,18-25,18,1,Karnataka,Southern,Chemical,Food,7762
F,36-45,42,0,Kerala,Southern,Banking,Electronics & Gadgets,7762
M,26-35,28,1,Madhya Pradesh,Central,Aviation,Electronics & Gadgets,7762
F,36-45,44,0,Himachal Pradesh,Northern,Banking,Electronics & Gadgets,7761
F,55+,76,0,Kerala,Southern,Healthcare,Electronics & Gadgets,7761
F,46-50,46,0,Maharashtra,Western,Construction,Electronics & Gadgets,7761
M,18-25,20,0,Uttarakhand,Central,Media,Electronics & Gadgets,7761
M,18-25,24,1,Karnataka,Southern,Automobile,Electronics & Gadgets,7760
F,51-55,51,1,Uttarakhand,Central,IT Sector,Electronics & Gadgets,7760
M,26-35,31,0,Uttar Pradesh,Central,Healthcare,Electronics & Gadgets,7759
F,26-35,34,1,Bihar,Eastern,Media,Electronics & Gadgets,7758
M,0-17,16,0,Delhi,Central,IT Sector,Electronics & Gadgets,7758
M,26-35,27,0,Kerala,Southern,Aviation,Electronics & Gadgets,7758
F,26-35,29,0,Himachal Pradesh,Northern,Healthcare,Electronics & Gadgets,7757
F,26-35,31,0,Rajasthan,Northern,IT Sector,Electronics & Gadgets,7757
F,18-25,22,1,Jharkhand,Eastern,IT Sector,Electronics & Gadgets,7756
F,18-25,21,1,Haryana,Northern,Chemical,Food,7754
M,0-17,16,1,Madhya Pradesh,Central,IT Sector,Food,7754
M,26-35,27,1,Bihar,Eastern,Lawyer,Books,7753
F,26-35,29,1,Maharashtra,Western,IT Sector,Food,7753
F,36-45,45,0,Karnataka,Southern,Banking,Food,7749
M,26-35,34,1,Delhi,Central,Govt,Food,7748
M,26-35,34,1,Himachal Pradesh,Northern,Govt,Food,7748
F,46-50,49,1,Uttar Pradesh,Central,Chemical,Food,7747
F,46-50,48,0,Karnataka,Southern,Govt,Food,7743
M,36-45,45,0,Gujarat,Western,Retail,Food,7740
F,26-35,28,1,Uttar Pradesh,Central,IT Sector,Food,7732
F,36-45,38,1,Karnataka,Southern,Aviation,Books,7727
M,36-45,36,0,Haryana,Northern,Media,Food,7725
F,46-50,46,1,Karnataka,Southern,Media,Books,7721
F,18-25,24,0,Karnataka,Southern,Hospitality,Food,7720
M,0-17,17,0,Jharkhand,Eastern,Healthcare,Food,7715
F,51-55,51,0,Uttar Pradesh,Central,Chemical,Food,7715
M,18-25,22,1,Delhi,Central,Agriculture,Food,7713
M,55+,91,1,Maharashtra,Western,Govt,Food,7709
F,26-35,31,0,Uttar Pradesh,Central,Healthcare,Food,7709
F,26-35,35,1,Gujarat,Western,Lawyer,Food,7708
F,18-25,24,1,Karnataka,Southern,Automobile,Food,7701
M,18-25,23,1,Uttar Pradesh,Central,Banking,Books,7698
F,36-45,38,1,Karnataka,Southern,IT Sector,Books,7697
M,26-35,30,1,Madhya Pradesh,Central,Aviation,Food,7697
F,18-25,22,1,Karnataka,Southern,Food Processing,Food,7690
F,36-45,38,0,Delhi,Central,Lawyer,Food,7686
F,26-35,32,1,Delhi,Central,Govt,Food,7683
M,26-35,29,1,Uttarakhand,Central,Retail,Food,7682
F,26-35,28,0,Bihar,Eastern,Healthcare,Food,7681
F,26-35,32,1,Maharashtra,Western,Banking,Food,7681
F,26-35,33,1,Maharashtra,Western,Lawyer,Food,7680
F,18-25,23,1,Uttar Pradesh,Central,Media,Food,7677
M,18-25,24,1,Gujarat,Western,Lawyer,Books,7674
F,46-50,50,0,Andhra Pradesh,Southern,Lawyer,Food,7670
F,0-17,16,1,Uttar Pradesh,Central,Govt,Food,7668
M,55+,57,1,Himachal Pradesh,Northern,Hospitality,Food,7666
F,18-25,25,0,Maharashtra,Western,Agriculture,Food,7663
F,18-25,20,0,Haryana,Northern,Construction,Food,7659
M,26-35,31,0,Maharashtra,Western,Retail,Food,7659
M,36-45,39,0,Jharkhand,Eastern,Govt,Food,7655
F,18-25,24,0,Uttar Pradesh,Central,IT Sector,Food,7655
F,18-25,18,1,Karnataka,Southern,Agriculture,Food,7653
F,36-45,43,0,Uttar Pradesh,Central,Healthcare,Food,7652
M,18-25,22,1,Maharashtra,Western,Banking,Food,7651
F,18-25,25,0,Madhya Pradesh,Central,Banking,Food,7645
M,26-35,26,1,Haryana,Northern,Aviation,Food,7640
F,18-25,19,1,Maharashtra,Western,Chemical,Food,7638
F,18-25,22,1,Madhya Pradesh,Central,Aviation,Beauty,7637
F,26-35,35,1,Haryana,Northern,IT Sector,Food,7629
F,36-45,36,1,Haryana,Northern,Chemical,Food,7629
F,36-45,37,0,Uttar Pradesh,Central,Hospitality,Food,7627
F,0-17,16,1,Uttar Pradesh,Central,Automobile,Beauty,7625
F,18-25,22,0,Bihar,Eastern,Retail,Food,7622
F,36-45,45,0,Maharashtra,Western,Food Processing,Food,7622
F,51-55,55,1,Maharashtra,Western,Healthcare,Food,7622
F,26-35,27,0,Madhya Pradesh,Central,IT Sector,Beauty,7621
F,26-35,33,1,Madhya Pradesh,Central,Hospitality,Beauty,7619
F,18-25,21,0,Uttar Pradesh,Central,IT Sector,Beauty,7617
F,18-25,25,1,Jharkhand,Eastern,IT Sector,Food,7611
F,51-55,52,0,Andhra Pradesh,Southern,Automobile,Beauty,7610
M,36-45,41,1,Delhi,Central,IT Sector,Hand & Power Tools,7610
M,36-45,38,0,Bihar,Eastern,Retail,Food,7601
M,0-17,16,1,Himachal Pradesh,Northern,IT Sector,Food,7601
M,18-25,23,0,Karnataka,Southern,Aviation,Food,7600
F,26-35,30,0,Andhra Pradesh,Southern,Healthcare,Beauty,7598
F,26-35,27,0,Uttar Pradesh,Central,Media,Food,7598
F,36-45,40,0,Andhra Pradesh,Southern,Lawyer,Food,7592
M,26-35,30,1,Kerala,Southern,IT Sector,Beauty,7589
F,36-45,38,0,Uttar Pradesh,Central,IT Sector,Food,7589
M,0-17,13,0,Rajasthan,Northern,Food Processing,Food,7588
M,18-25,24,1,Uttar Pradesh,Central,Healthcare,Beauty,7588
F,36-45,45,1,Bihar,Eastern,IT Sector,Food,7586
F,51-55,52,0,Maharashtra,Western,Food Processing,Beauty,7586
F,26-35,35,0,Gujarat,Western,Retail,Food,7584
F,26-35,32,0,Maharashtra,Western,Lawyer,Food,7583
M,18-25,25,0,Madhya Pradesh,Central,Govt,Beauty,7582
F,36-45,45,1,Uttar Pradesh,Central,Aviation,Beauty,7576
F,51-55,51,1,Madhya Pradesh,Central,Retail,Beauty,7572
F,46-50,46,1,Madhya Pradesh,Central,Hospitality,Beauty,7562
F,26-35,28,0,Madhya Pradesh,Central,IT Sector,Beauty,7552
F,18-25,21,1,Delhi,Central,Media,Beauty,7536
F,26-35,30,0,Madhya Pradesh,Central,Healthcare,Beauty,7526
F,26-35,29,0,Uttar Pradesh,Central,IT Sector,Beauty,7519
M,26-35,32,0,Maharashtra,Western,Hospitality,Beauty,7517
F,55+,76,0,Madhya Pradesh,Central,Healthcare,Beauty,7513
F,26-35,32,1,Andhra Pradesh,Southern,Healthcare,Beauty,7512
F,46-50,46,1,Delhi,Central,Media,Beauty,7509
F,36-45,42,0,Madhya Pradesh,Central,Aviation,Beauty,7506
F,26-35,31,0,Maharashtra,Western,Aviation,Beauty,7502
F,26-35,27,0,Uttar Pradesh,Central,Automobile,Beauty,7498
F,26-35,29,0,Madhya Pradesh,Central,IT Sector,Beauty,7485
F,36-45,45,0,Madhya Pradesh,Central,Healthcare,Beauty,7468
F,51-55,55,0,Madhya Pradesh,Central,Media,Beauty,7463
M,26-35,28,1,Maharashtra,Western,IT Sector,Beauty,7432
F,55+,77,1,Madhya Pradesh,Central,Aviation,Beauty,7428
F,46-50,50,1,Delhi,Central,Agriculture,Beauty,7425
M,46-50,48,0,Karnataka,Southern,Healthcare,Beauty,7424
F,51-55,54,0,Madhya Pradesh,Central,Lawyer,Beauty,7421
M,18-25,19,0,Maharashtra,Western,Govt,Beauty,7416
M,36-45,37,0,Madhya Pradesh,Central,Automobile,Beauty,7415
F,51-55,54,1,Madhya Pradesh,Central,Media,Beauty,7415
M,36-45,45,0,Karnataka,Southern,Healthcare,Beauty,7409
F,26-35,28,1,Madhya Pradesh,Central,Lawyer,Beauty,7409
F,26-35,30,0,Delhi,Central,Automobile,Beauty,7408
F,36-45,39,1,Madhya Pradesh,Central,Aviation,Beauty,7405
F,26-35,32,0,Madhya Pradesh,Central,Healthcare,Beauty,7404
F,26-35,27,0,Madhya Pradesh,Central,IT Sector,Beauty,7402
F,36-45,38,1,Madhya Pradesh,Central,Govt,Beauty,7401
M,46-50,50,0,Karnataka,Southern,Banking,Beauty,7399
M,26-35,26,1,Uttar Pradesh,Central,Healthcare,Beauty,7398
F,26-35,33,0,Madhya Pradesh,Central,Textile,Beauty,7397
F,46-50,48,0,Madhya Pradesh,Central,Aviation,Beauty,7392
F,26-35,30,0,Delhi,Central,Healthcare,Beauty,7389
F,51-55,53,1,Madhya Pradesh,Central,IT Sector,Beauty,7381
F,46-50,46,1,Madhya Pradesh,Central,Retail,Beauty,7377
F,36-45,38,1,Madhya Pradesh,Central,IT Sector,Beauty,7375
F,26-35,31,1,Jharkhand,Eastern,Govt,Clothing & Apparel,7194
F,26-35,28,0,Uttar Pradesh,Central,IT Sector,Clothing & Apparel,7194
M,26-35,29,0,Andhra Pradesh,Southern,Food Processing,Clothing & Apparel,7193
F,46-50,48,1,Madhya Pradesh,Central,Hospitality,Clothing & Apparel,7193
F,26-35,29,0,Maharashtra,Western,Retail,Clothing & Apparel,7193
F,36-45,38,0,Gujarat,Western,Food Processing,Clothing & Apparel,7192
M,18-25,25,0,Maharashtra,Western,Media,Clothing & Apparel,7192
M,18-25,23,0,Punjab,Northern,Healthcare,Clothing & Apparel,7192
F,26-35,26,1,Uttar Pradesh,Central,Hospitality,Clothing & Apparel,7192
F,51-55,54,1,Uttarakhand,Central,Aviation,Clothing & Apparel,7192
M,26-35,29,0,Uttarakhand,Central,Hospitality,Clothing & Apparel,7191
F,26-35,31,1,Uttarakhand,Central,Retail,Clothing & Apparel,7191
F,26-35,32,1,Andhra Pradesh,Southern,Aviation,Clothing & Apparel,7190
F,46-50,50,0,Bihar,Eastern,IT Sector,Clothing & Apparel,7190
F,26-35,31,1,Delhi,Central,Banking,Clothing & Apparel,7190
F,26-35,26,0,Madhya Pradesh,Central,Food Processing,Clothing & Apparel,7190
F,26-35,35,0,Maharashtra,Western,Retail,Clothing & Apparel,7190
F,26-35,29,0,Maharashtra,Western,Chemical,Clothing & Apparel,7189
M,26-35,35,1,Delhi,Central,Aviation,Clothing & Apparel,7188
M,36-45,42,0,Andhra Pradesh,Southern,Retail,Clothing & Apparel,7187
F,36-45,45,1,Himachal Pradesh,Northern,Textile,Clothing & Apparel,7187
M,36-45,42,0,Telangana,Southern,Retail,Clothing & Apparel,7187
F,46-50,50,0,Uttar Pradesh,Central,Retail,Clothing & Apparel,7187
M,26-35,34,0,Karnataka,Southern,Healthcare,Clothing & Apparel,7186
F,0-17,14,1,Uttar Pradesh,Central,IT Sector,Clothing & Apparel,7186
F,36-45,45,1,Uttar Pradesh,Central,IT Sector,Clothing & Apparel,7186
F,51-55,55,0,Andhra Pradesh,Southern,Construction,Clothing & Apparel,7185
M,18-25,22,0,Himachal Pradesh,Northern,Retail,Clothing & Apparel,7185
M,18-25,22,0,Karnataka,Southern,Banking,Clothing & Apparel,7185
M,36-45,41,1,Uttarakhand,Central,Retail,Clothing & Apparel,7185
F,46-50,46,1,Uttarakhand,Central,Food Processing,Clothing & Apparel,7185
F,36-45,41,1,Andhra Pradesh,Southern,Govt,Clothing & Apparel,7184
F,46-50,46,0,Delhi,Central,Aviation,Clothing & Apparel,7184
M,0-17,17,1,Himachal Pradesh,Northern,IT Sector,Clothing & Apparel,7184
F,36-45,36,1,Maharashtra,Western,IT Sector,Clothing & Apparel,7184
F,46-50,48,1,Andhra Pradesh,Southern,Govt,Clothing & Apparel,7182
F,26-35,28,0,Maharashtra,Western,Healthcare,Clothing & Apparel,7182
M,51-55,51,1,Uttar Pradesh,Central,IT Sector,Clothing & Apparel,7182
F,0-17,12,1,Uttarakhand,Central,Healthcare,Clothing & Apparel,7182
F,18-25,18,0,Delhi,Central,Agriculture,Clothing & Apparel,7181
F,36-45,36,0,Gujarat,Western,Lawyer,Clothing & Apparel,7181
M,18-25,20,1,Uttar Pradesh,Central,IT Sector,Clothing & Apparel,7181
M,26-35,31,1,Uttar Pradesh,Central,Food Processing,Clothing & Apparel,7181
F,18-25,19,0,Gujarat,Western,Textile,Clothing & Apparel,7180
F,46-50,49,1,Delhi,Central,Hospitality,Clothing & Apparel,7179
F,18-25,22,1,Karnataka,Southern,Retail,Clothing & Apparel,7179
M,46-50,47,0,Madhya Pradesh,Central,Aviation,Clothing & Apparel,7179
F,18-25,23,1,Maharashtra,Western,Hospitality,Clothing & Apparel,7179
M,18-25,19,1,Uttar Pradesh,Central,IT Sector,Clothing & Apparel,7178
F,36-45,42,1,Jharkhand,Eastern,IT Sector,Clothing & Apparel,7177
M,55+,64,0,Maharashtra,Western,Lawyer,Clothing & Apparel,7177
F,26-35,30,1,Kerala,Southern,Healthcare,Clothing & Apparel,7176
F,46-50,49,1,Andhra Pradesh,Southern,Banking,Clothing & Apparel,7174
F,18-25,19,1,Karnataka,Southern,Healthcare,Clothing & Apparel,7174
F,0-17,13,0,Kerala,Southern,Hospitality,Clothing & Apparel,7174
F,36-45,39,1,Himachal Pradesh,Northern,Automobile,Clothing & Apparel,7173
F,18-25,23,1,Bihar,Eastern,Hospitality,Clothing & Apparel,7172
F,36-45,37,1,Gujarat,Western,Lawyer,Clothing & Apparel,7172
F,18-25,21,1,Himachal Pradesh,Northern,Textile,Clothing & Apparel,7172
F,51-55,55,1,Uttar Pradesh,Central,Aviation,Clothing & Apparel,7172
F,18-25,24,0,Punjab,Northern,Construction,Clothing & Apparel,7171
F,26-35,35,1,Uttar Pradesh,Central,IT Sector,Clothing & Apparel,7171
F,36-45,40,0,Maharashtra,Western,Lawyer,Clothing & Apparel,7170
F,18-25,21,1,Uttar Pradesh,Central,Food Processing,Clothing & Apparel,7170
F,46-50,49,0,Uttarakhand,Central,IT Sector,Clothing & Apparel,7170
F,26-35,34,0,Jharkhand,Eastern,Aviation,Clothing & Apparel,7169
F,46-50,50,0,Maharashtra,Western,Banking,Clothing & Apparel,7169
F,26-35,30,1,Karnataka,Southern,Banking,Clothing & Apparel,7168
F,18-25,21,0,Kerala,Southern,Banking,Clothing & Apparel,7168
M,36-45,38,1,Madhya Pradesh,Central,Banking,Clothing & Apparel,7168
M,51-55,51,1,Maharashtra,Western,IT Sector,Clothing & Apparel,7168
F,26-35,27,0,Uttar Pradesh,Central,Automobile,Clothing & Apparel,7168
M,36-45,36,0,Uttarakhand,Central,Aviation,Clothing & Apparel,7168
F,26-35,26,0,Jharkhand,Eastern,Hospitality,Clothing & Apparel,7167
M,46-50,48,0,Kerala,Southern,Banking,Clothing & Apparel,7167
F,18-25,19,1,Maharashtra,Western,Aviation,Clothing & Apparel,7167
F,26-35,29,0,Uttar Pradesh,Central,Retail,Clothing & Apparel,7167
F,26-35,35,0,Uttar Pradesh,Central,IT Sector,Clothing & Apparel,7167
F,26-35,34,0,Andhra Pradesh,Southern,Govt,Clothing & Apparel,7166
M,26-35,31,1,Kerala,Southern,Food Processing,Clothing & Apparel,7166
F,26-35,31,1,Jharkhand,Eastern,Banking,Clothing & Apparel,7165
F,18-25,22,1,Karnataka,Southern,Aviation,Clothing & Apparel,7165
F,26-35,34,1,Uttar Pradesh,Central,Lawyer,Clothing & Apparel,7165
F,26-35,31,0,Andhra Pradesh,Southern,Construction,Clothing & Apparel,7164
F,36-45,43,0,Madhya Pradesh,Central,Automobile,Clothing & Apparel,7164
M,46-50,49,1,Karnataka,Southern,Hospitality,Clothing & Apparel,7163
M,51-55,55,0,Karnataka,Southern,IT Sector,Clothing & Apparel,7163
M,18-25,24,1,Maharashtra,Western,Media,Clothing & Apparel,7163
F,51-55,54,0,Delhi,Central,Healthcare,Clothing & Apparel,7162
F,46-50,46,1,Haryana,Northern,Agriculture,Clothing & Apparel,7162
M,18-25,20,0,Himachal Pradesh,Northern,Healthcare,Clothing & Apparel,7162
M,26-35,32,1,Karnataka,Southern,Hospitality,Clothing & Apparel,7162
M,26-35,30,1,Maharashtra,Western,Banking,Clothing & Apparel,7162
M,26-35,33,1,Andhra Pradesh,Southern,Banking,Clothing & Apparel,7161
M,46-50,47,0,Madhya Pradesh,Central,Healthcare,Clothing & Apparel,7161
F,36-45,45,1,Maharashtra,Western,IT Sector,Clothing & Apparel,7161
F,26-35,30,1,Karnataka,Southern,Banking,Clothing & Apparel,7160
F,26-35,31,0,Bihar,Eastern,Healthcare,Clothing & Apparel,7159
F,46-50,50,0,Karnataka,Southern,Agriculture,Clothing & Apparel,7159
M,36-45,43,0,Maharashtra,Western,Agriculture,Clothing & Apparel,7159
M,26-35,30,0,Jharkhand,Eastern,Retail,Clothing & Apparel,7158
F,36-45,40,0,Haryana,Northern,Banking,Clothing & Apparel,7157
F,18-25,24,0,Uttar Pradesh,Central,Lawyer,Clothing & Apparel,7157
F,18-25,22,0,Andhra Pradesh,Southern,Healthcare,Clothing & Apparel,7156
F,36-45,44,0,Himachal Pradesh,Northern,Lawyer,Clothing & Apparel,7156
F,26-35,27,0,Karnataka,Southern,Chemical,Clothing & Apparel,7156
F,26-35,34,0,Bihar,Eastern,Agriculture,Clothing & Apparel,7155
M,18-25,19,1,Himachal Pradesh,Northern,IT Sector,Clothing & Apparel,7155
F,36-45,44,0,Himachal Pradesh,Northern,IT Sector,Clothing & Apparel,7155
M,36-45,44,0,Maharashtra,Western,Aviation,Clothing & Apparel,7155
F,18-25,21,1,Uttar Pradesh,Central,Healthcare,Clothing & Apparel,7155
F,26-35,29,1,Uttar Pradesh,Central,Chemical,Clothing & Apparel,7155
F,18-25,20,1,Karnataka,Southern,Healthcare,Clothing & Apparel,7154
M,26-35,27,1,Madhya Pradesh,Central,Govt,Clothing & Apparel,7154
F,26-35,30,0,Maharashtra,Western,Lawyer,Clothing & Apparel,7154
M,46-50,49,0,Uttar Pradesh,Central,Construction,Clothing & Apparel,7154
F,36-45,41,1,Gujarat,Western,IT Sector,Clothing & Apparel,7153
M,26-35,32,0,Madhya Pradesh,Central,Aviation,Clothing & Apparel,7153
F,55+,77,0,Maharashtra,Western,Banking,Clothing & Apparel,7153
F,51-55,54,0,Gujarat,Western,Healthcare,Clothing & Apparel,7152
M,18-25,18,0,Haryana,Northern,Automobile,Clothing & Apparel,7152
F,46-50,47,0,Uttar Pradesh,Central,Banking,Clothing & Apparel,7152
M,18-25,18,0,Bihar,Eastern,IT Sector,Clothing & Apparel,7151
